date,festival,festival_type,is_national_holiday,observed_in
2027-03-22,Holi,religious_hindu,True,"DL,GJ,IN,KA,KL,MH,TN,UP,WB"
2027-03-26,Good Friday,religious_christian,True,"DL,GJ,IN,KA,KL,MH,TN,UP,WB"
2027-04-07,Gudi Padwa,religious_hindu,False,MH
2027-04-07,Ugadi,religious_hindu,False,KA
2027-04-14,Dr. B. R. Ambedkar's Birthday,other_holiday,True,"DL,GJ,IN,KA,KL,MH,UP,WB"
2027-04-14,Dr. B. R. Ambedkar's Birthday; Puthandu (Tamil New Year),other_holiday,True,TN
2027-04-15,Pohela Boishakh; Ram Navami,religious_hindu,True,WB
2027-04-15,Ram Navami,religious_hindu,True,"DL,GJ,IN,KA,KL,MH,TN,UP"
2027-04-18,Mahavira's Birthday,religious_jain,True,"DL,GJ,IN,KA,KL,MH,TN,UP,WB"
2027-05-01,Gujarat Day,other_holiday,False,GJ
2027-05-01,Maharashtra Day,other_holiday,False,MH
2027-05-09,Rabindra Jayanti,other_holiday,False,WB
2027-05-17,Eid al-Adha (estimated),religious_islamic,True,"DL,GJ,IN,KA,KL,MH,TN,UP,WB"
2027-05-20,Buddha Purnima,religious_buddhist,True,"DL,GJ,IN,KA,KL,MH,TN,UP,WB"
2027-06-16,Ashura (estimated),religious_islamic,True,"DL,GJ,IN,KA,KL,MH,TN,UP,WB"
2027-08-15,Independence Day; Parsi New Year (Shahenshahi); Prophet's Birthday (estimated),national_civic,True,"GJ,MH"
2027-08-15,Independence Day; Prophet's Birthday (estimated),national_civic,True,"DL,IN,KA,KL,TN,UP,WB"
2027-08-25,Janmashtami (Vaishnava),religious_hindu,True,"DL,GJ,IN,KA,KL,MH,TN,UP,WB"
2027-09-04,Ganesh Chaturthi,religious_hindu,False,MH
2027-09-12,Onam,religious_hindu,False,KL
2027-10-02,Mahatma Gandhi's Birthday,national_civic,True,"DL,GJ,IN,KA,KL,MH,TN,UP,WB"
2027-10-09,Dussehra,religious_hindu,True,"DL,GJ,IN,KA,KL,MH,TN,UP,WB"
2027-10-29,Diwali (Deepavali),religious_hindu,True,"DL,GJ,IN,KA,KL,MH,TN,UP,WB"
2027-10-30,Gujarati New Year,other_holiday,False,GJ
2027-10-31,Sardar Vallabhbhai Patel Jayanti,other_holiday,False,GJ
2027-11-01,Karnataka Rajyotsava,other_holiday,False,KA
2027-11-01,Kerala Foundation Day,other_holiday,False,KL
2027-11-04,Chhath Puja,religious_hindu,False,UP
2027-11-14,Guru Nanak's Birthday,religious_sikh,True,"DL,GJ,IN,KA,KL,MH,TN,UP,WB"
2027-12-25,Christmas,religious_christian,True,"DL,GJ,IN,KA,KL,MH,TN,UP,WB"
